"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Steele County, MN"	"27147"	"2000"	"2000"	"10-14 years"	"10-14"	Suppressed	2786	Suppressed
	"Steele County, MN"	"27147"	"2000"	"2000"	"15-19 years"	"15-19"	Suppressed	2672	Suppressed
	"Steele County, MN"	"27147"	"2000"	"2000"	"20-24 years"	"20-24"	Suppressed	1834	Suppressed
	"Steele County, MN"	"27147"	"2000"	"2000"	"25-34 years"	"25-34"	Suppressed	4308	Suppressed
	"Steele County, MN"	"27147"	"2000"	"2000"	"35-44 years"	"35-44"	Suppressed	5461	Suppressed
	"Steele County, MN"	"27147"	"2000"	"2000"	"45-54 years"	"45-54"	13	4460	291.48 (Unreliable)
	"Steele County, MN"	"27147"	"2000"	"2000"	"55-64 years"	"55-64"	20	2797	715.05
	"Steele County, MN"	"27147"	"2000"	"2000"	"65-74 years"	"65-74"	29	2181	1329.67
	"Steele County, MN"	"27147"	"2000"	"2000"	"75-84 years"	"75-84"	80	1659	4822.18
	"Steele County, MN"	"27147"	"2000"	"2000"	"85+ years"	"85+"	90	647	13910.36
	"Steele County, MN"	"27147"	"2000"	"2000"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2001"	"2001"	"< 1 year"	"1"	Suppressed	483	Suppressed
	"Steele County, MN"	"27147"	"2001"	"2001"	"1-4 years"	"1-4"	Suppressed	1868	Suppressed
	"Steele County, MN"	"27147"	"2001"	"2001"	"5-9 years"	"5-9"	Suppressed	2555	Suppressed
	"Steele County, MN"	"27147"	"2001"	"2001"	"10-14 years"	"10-14"	Suppressed	2817	Suppressed
	"Steele County, MN"	"27147"	"2001"	"2001"	"15-19 years"	"15-19"	Suppressed	2707	Suppressed
	"Steele County, MN"	"27147"	"2001"	"2001"	"20-24 years"	"20-24"	Suppressed	1835	Suppressed
	"Steele County, MN"	"27147"	"2001"	"2001"	"25-34 years"	"25-34"	Suppressed	4310	Suppressed
	"Steele County, MN"	"27147"	"2001"	"2001"	"35-44 years"	"35-44"	Suppressed	5416	Suppressed
	"Steele County, MN"	"27147"	"2001"	"2001"	"45-54 years"	"45-54"	15	4756	315.39 (Unreliable)
	"Steele County, MN"	"27147"	"2001"	"2001"	"55-64 years"	"55-64"	26	2862	908.46
	"Steele County, MN"	"27147"	"2001"	"2001"	"65-74 years"	"65-74"	39	2186	1784.08
	"Steele County, MN"	"27147"	"2001"	"2001"	"75-84 years"	"75-84"	80	1654	4836.76
	"Steele County, MN"	"27147"	"2001"	"2001"	"85+ years"	"85+"	126	705	17872.34
	"Steele County, MN"	"27147"	"2001"	"2001"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2002"	"2002"	"< 1 year"	"1"	Suppressed	440	Suppressed
	"Steele County, MN"	"27147"	"2002"	"2002"	"1-4 years"	"1-4"	Suppressed	1900	Suppressed
	"Steele County, MN"	"27147"	"2002"	"2002"	"5-9 years"	"5-9"	Suppressed	2529	Suppressed
	"Steele County, MN"	"27147"	"2002"	"2002"	"10-14 years"	"10-14"	Suppressed	2745	Suppressed
	"Steele County, MN"	"27147"	"2002"	"2002"	"15-19 years"	"15-19"	Suppressed	2699	Suppressed
	"Steele County, MN"	"27147"	"2002"	"2002"	"20-24 years"	"20-24"	Suppressed	1885	Suppressed
	"Steele County, MN"	"27147"	"2002"	"2002"	"25-34 years"	"25-34"	Suppressed	4268	Suppressed
	"Steele County, MN"	"27147"	"2002"	"2002"	"35-44 years"	"35-44"	Suppressed	5356	Suppressed
	"Steele County, MN"	"27147"	"2002"	"2002"	"45-54 years"	"45-54"	19	4913	386.73 (Unreliable)
	"Steele County, MN"	"27147"	"2002"	"2002"	"55-64 years"	"55-64"	15	3005	499.17 (Unreliable)
	"Steele County, MN"	"27147"	"2002"	"2002"	"65-74 years"	"65-74"	46	2209	2082.39
	"Steele County, MN"	"27147"	"2002"	"2002"	"75-84 years"	"75-84"	92	1671	5505.69
	"Steele County, MN"	"27147"	"2002"	"2002"	"85+ years"	"85+"	106	698	15186.25
	"Steele County, MN"	"27147"	"2002"	"2002"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2003"	"2003"	"< 1 year"	"1"	Suppressed	497	Suppressed
	"Steele County, MN"	"27147"	"2003"	"2003"	"1-4 years"	"1-4"	Suppressed	1975	Suppressed
	"Steele County, MN"	"27147"	"2003"	"2003"	"5-9 years"	"5-9"	Suppressed	2496	Suppressed
	"Steele County, MN"	"27147"	"2003"	"2003"	"10-14 years"	"10-14"	Suppressed	2728	Suppressed
	"Steele County, MN"	"27147"	"2003"	"2003"	"15-19 years"	"15-19"	Suppressed	2698	Suppressed
	"Steele County, MN"	"27147"	"2003"	"2003"	"20-24 years"	"20-24"	Suppressed	1964	Suppressed
	"Steele County, MN"	"27147"	"2003"	"2003"	"25-34 years"	"25-34"	Suppressed	4295	Suppressed
	"Steele County, MN"	"27147"	"2003"	"2003"	"35-44 years"	"35-44"	Suppressed	5345	Suppressed
	"Steele County, MN"	"27147"	"2003"	"2003"	"45-54 years"	"45-54"	15	4946	303.28 (Unreliable)
	"Steele County, MN"	"27147"	"2003"	"2003"	"55-64 years"	"55-64"	20	3129	639.18
	"Steele County, MN"	"27147"	"2003"	"2003"	"65-74 years"	"65-74"	45	2242	2007.14
	"Steele County, MN"	"27147"	"2003"	"2003"	"75-84 years"	"75-84"	89	1644	5413.63
	"Steele County, MN"	"27147"	"2003"	"2003"	"85+ years"	"85+"	124	710	17464.79
	"Steele County, MN"	"27147"	"2003"	"2003"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2004"	"2004"	"< 1 year"	"1"	Suppressed	503	Suppressed
	"Steele County, MN"	"27147"	"2004"	"2004"	"1-4 years"	"1-4"	Suppressed	2007	Suppressed
	"Steele County, MN"	"27147"	"2004"	"2004"	"5-9 years"	"5-9"	Suppressed	2523	Suppressed
	"Steele County, MN"	"27147"	"2004"	"2004"	"10-14 years"	"10-14"	Suppressed	2774	Suppressed
	"Steele County, MN"	"27147"	"2004"	"2004"	"15-19 years"	"15-19"	Suppressed	2661	Suppressed
	"Steele County, MN"	"27147"	"2004"	"2004"	"20-24 years"	"20-24"	Suppressed	2060	Suppressed
	"Steele County, MN"	"27147"	"2004"	"2004"	"25-34 years"	"25-34"	Suppressed	4240	Suppressed
	"Steele County, MN"	"27147"	"2004"	"2004"	"35-44 years"	"35-44"	Suppressed	5306	Suppressed
	"Steele County, MN"	"27147"	"2004"	"2004"	"45-54 years"	"45-54"	12	5105	235.06 (Unreliable)
	"Steele County, MN"	"27147"	"2004"	"2004"	"55-64 years"	"55-64"	12	3242	370.14 (Unreliable)
	"Steele County, MN"	"27147"	"2004"	"2004"	"65-74 years"	"65-74"	43	2248	1912.81
	"Steele County, MN"	"27147"	"2004"	"2004"	"75-84 years"	"75-84"	83	1695	4896.76
	"Steele County, MN"	"27147"	"2004"	"2004"	"85+ years"	"85+"	91	726	12534.44
	"Steele County, MN"	"27147"	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2005"	"2005"	"< 1 year"	"1"	Suppressed	470	Suppressed
	"Steele County, MN"	"27147"	"2005"	"2005"	"1-4 years"	"1-4"	Suppressed	2092	Suppressed
	"Steele County, MN"	"27147"	"2005"	"2005"	"5-9 years"	"5-9"	Suppressed	2515	Suppressed
	"Steele County, MN"	"27147"	"2005"	"2005"	"10-14 years"	"10-14"	Suppressed	2730	Suppressed
	"Steele County, MN"	"27147"	"2005"	"2005"	"15-19 years"	"15-19"	Suppressed	2648	Suppressed
	"Steele County, MN"	"27147"	"2005"	"2005"	"20-24 years"	"20-24"	Suppressed	2151	Suppressed
	"Steele County, MN"	"27147"	"2005"	"2005"	"25-34 years"	"25-34"	Suppressed	4244	Suppressed
	"Steele County, MN"	"27147"	"2005"	"2005"	"35-44 years"	"35-44"	Suppressed	5281	Suppressed
	"Steele County, MN"	"27147"	"2005"	"2005"	"45-54 years"	"45-54"	14	5243	267.02 (Unreliable)
	"Steele County, MN"	"27147"	"2005"	"2005"	"55-64 years"	"55-64"	13	3405	381.79 (Unreliable)
	"Steele County, MN"	"27147"	"2005"	"2005"	"65-74 years"	"65-74"	32	2294	1394.94
	"Steele County, MN"	"27147"	"2005"	"2005"	"75-84 years"	"75-84"	67	1741	3848.36
	"Steele County, MN"	"27147"	"2005"	"2005"	"85+ years"	"85+"	100	754	13262.60
	"Steele County, MN"	"27147"	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2006"	"2006"	"< 1 year"	"1"	Suppressed	518	Suppressed
	"Steele County, MN"	"27147"	"2006"	"2006"	"1-4 years"	"1-4"	Suppressed	2123	Suppressed
	"Steele County, MN"	"27147"	"2006"	"2006"	"5-9 years"	"5-9"	Suppressed	2492	Suppressed
	"Steele County, MN"	"27147"	"2006"	"2006"	"10-14 years"	"10-14"	Suppressed	2795	Suppressed
	"Steele County, MN"	"27147"	"2006"	"2006"	"15-19 years"	"15-19"	Suppressed	2621	Suppressed
	"Steele County, MN"	"27147"	"2006"	"2006"	"20-24 years"	"20-24"	Suppressed	2098	Suppressed
	"Steele County, MN"	"27147"	"2006"	"2006"	"25-34 years"	"25-34"	Suppressed	4270	Suppressed
	"Steele County, MN"	"27147"	"2006"	"2006"	"35-44 years"	"35-44"	Suppressed	5246	Suppressed
	"Steele County, MN"	"27147"	"2006"	"2006"	"45-54 years"	"45-54"	11	5346	205.76 (Unreliable)
	"Steele County, MN"	"27147"	"2006"	"2006"	"55-64 years"	"55-64"	24	3627	661.70
	"Steele County, MN"	"27147"	"2006"	"2006"	"65-74 years"	"65-74"	34	2338	1454.23
	"Steele County, MN"	"27147"	"2006"	"2006"	"75-84 years"	"75-84"	63	1772	3555.30
	"Steele County, MN"	"27147"	"2006"	"2006"	"85+ years"	"85+"	96	794	12090.68
	"Steele County, MN"	"27147"	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2007"	"2007"	"< 1 year"	"1"	Suppressed	516	Suppressed
	"Steele County, MN"	"27147"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	2148	Suppressed
	"Steele County, MN"	"27147"	"2007"	"2007"	"5-9 years"	"5-9"	Suppressed	2590	Suppressed
	"Steele County, MN"	"27147"	"2007"	"2007"	"10-14 years"	"10-14"	Suppressed	2716	Suppressed
	"Steele County, MN"	"27147"	"2007"	"2007"	"15-19 years"	"15-19"	Suppressed	2590	Suppressed
	"Steele County, MN"	"27147"	"2007"	"2007"	"20-24 years"	"20-24"	Suppressed	2028	Suppressed
	"Steele County, MN"	"27147"	"2007"	"2007"	"25-34 years"	"25-34"	Suppressed	4337	Suppressed
	"Steele County, MN"	"27147"	"2007"	"2007"	"35-44 years"	"35-44"	Suppressed	5187	Suppressed
	"Steele County, MN"	"27147"	"2007"	"2007"	"45-54 years"	"45-54"	Suppressed	5379	Suppressed
	"Steele County, MN"	"27147"	"2007"	"2007"	"55-64 years"	"55-64"	21	3843	546.45
	"Steele County, MN"	"27147"	"2007"	"2007"	"65-74 years"	"65-74"	35	2391	1463.82
	"Steele County, MN"	"27147"	"2007"	"2007"	"75-84 years"	"75-84"	57	1803	3161.40
	"Steele County, MN"	"27147"	"2007"	"2007"	"85+ years"	"85+"	112	814	13759.21
	"Steele County, MN"	"27147"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2008"	"2008"	"< 1 year"	"1"	Suppressed	495	Suppressed
	"Steele County, MN"	"27147"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	2179	Suppressed
	"Steele County, MN"	"27147"	"2008"	"2008"	"5-9 years"	"5-9"	Suppressed	2654	Suppressed
	"Steele County, MN"	"27147"	"2008"	"2008"	"10-14 years"	"10-14"	Suppressed	2650	Suppressed
	"Steele County, MN"	"27147"	"2008"	"2008"	"15-19 years"	"15-19"	Suppressed	2547	Suppressed
	"Steele County, MN"	"27147"	"2008"	"2008"	"20-24 years"	"20-24"	Suppressed	1961	Suppressed
	"Steele County, MN"	"27147"	"2008"	"2008"	"25-34 years"	"25-34"	Suppressed	4475	Suppressed
	"Steele County, MN"	"27147"	"2008"	"2008"	"35-44 years"	"35-44"	Suppressed	5022	Suppressed
	"Steele County, MN"	"27147"	"2008"	"2008"	"45-54 years"	"45-54"	17	5435	312.79 (Unreliable)
	"Steele County, MN"	"27147"	"2008"	"2008"	"55-64 years"	"55-64"	22	4017	547.67
	"Steele County, MN"	"27147"	"2008"	"2008"	"65-74 years"	"65-74"	41	2479	1653.89
	"Steele County, MN"	"27147"	"2008"	"2008"	"75-84 years"	"75-84"	86	1813	4743.52
	"Steele County, MN"	"27147"	"2008"	"2008"	"85+ years"	"85+"	115	831	13838.75
	"Steele County, MN"	"27147"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2009"	"2009"	"< 1 year"	"1"	Suppressed	512	Suppressed
	"Steele County, MN"	"27147"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	2171	Suppressed
	"Steele County, MN"	"27147"	"2009"	"2009"	"5-9 years"	"5-9"	Suppressed	2672	Suppressed
	"Steele County, MN"	"27147"	"2009"	"2009"	"10-14 years"	"10-14"	Suppressed	2690	Suppressed
	"Steele County, MN"	"27147"	"2009"	"2009"	"15-19 years"	"15-19"	Suppressed	2527	Suppressed
	"Steele County, MN"	"27147"	"2009"	"2009"	"20-24 years"	"20-24"	Suppressed	1845	Suppressed
	"Steele County, MN"	"27147"	"2009"	"2009"	"25-34 years"	"25-34"	Suppressed	4539	Suppressed
	"Steele County, MN"	"27147"	"2009"	"2009"	"35-44 years"	"35-44"	Suppressed	4879	Suppressed
	"Steele County, MN"	"27147"	"2009"	"2009"	"45-54 years"	"45-54"	11	5416	203.10 (Unreliable)
	"Steele County, MN"	"27147"	"2009"	"2009"	"55-64 years"	"55-64"	17	4238	401.13 (Unreliable)
	"Steele County, MN"	"27147"	"2009"	"2009"	"65-74 years"	"65-74"	42	2555	1643.84
	"Steele County, MN"	"27147"	"2009"	"2009"	"75-84 years"	"75-84"	82	1772	4627.54
	"Steele County, MN"	"27147"	"2009"	"2009"	"85+ years"	"85+"	113	868	13018.43
	"Steele County, MN"	"27147"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	493	Suppressed
	"Steele County, MN"	"27147"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	2177	Suppressed
	"Steele County, MN"	"27147"	"2010"	"2010"	"5-9 years"	"5-9"	Suppressed	2659	Suppressed
	"Steele County, MN"	"27147"	"2010"	"2010"	"10-14 years"	"10-14"	Suppressed	2667	Suppressed
	"Steele County, MN"	"27147"	"2010"	"2010"	"15-19 years"	"15-19"	Suppressed	2476	Suppressed
	"Steele County, MN"	"27147"	"2010"	"2010"	"20-24 years"	"20-24"	Suppressed	1774	Suppressed
	"Steele County, MN"	"27147"	"2010"	"2010"	"25-34 years"	"25-34"	Suppressed	4506	Suppressed
	"Steele County, MN"	"27147"	"2010"	"2010"	"35-44 years"	"35-44"	Suppressed	4759	Suppressed
	"Steele County, MN"	"27147"	"2010"	"2010"	"45-54 years"	"45-54"	12	5449	220.22 (Unreliable)
	"Steele County, MN"	"27147"	"2010"	"2010"	"55-64 years"	"55-64"	30	4346	690.29
	"Steele County, MN"	"27147"	"2010"	"2010"	"65-74 years"	"65-74"	37	2589	1429.12
	"Steele County, MN"	"27147"	"2010"	"2010"	"75-84 years"	"75-84"	76	1773	4286.52
	"Steele County, MN"	"27147"	"2010"	"2010"	"85+ years"	"85+"	111	908	12224.67
	"Steele County, MN"	"27147"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	489	Suppressed
	"Steele County, MN"	"27147"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	2142	Suppressed
	"Steele County, MN"	"27147"	"2011"	"2011"	"5-9 years"	"5-9"	Suppressed	2658	Suppressed
	"Steele County, MN"	"27147"	"2011"	"2011"	"10-14 years"	"10-14"	Suppressed	2625	Suppressed
	"Steele County, MN"	"27147"	"2011"	"2011"	"15-19 years"	"15-19"	Suppressed	2514	Suppressed
	"Steele County, MN"	"27147"	"2011"	"2011"	"20-24 years"	"20-24"	Suppressed	1764	Suppressed
	"Steele County, MN"	"27147"	"2011"	"2011"	"25-34 years"	"25-34"	Suppressed	4515	Suppressed
	"Steele County, MN"	"27147"	"2011"	"2011"	"35-44 years"	"35-44"	Suppressed	4558	Suppressed
	"Steele County, MN"	"27147"	"2011"	"2011"	"45-54 years"	"45-54"	17	5400	314.81 (Unreliable)
	"Steele County, MN"	"27147"	"2011"	"2011"	"55-64 years"	"55-64"	26	4533	573.57
	"Steele County, MN"	"27147"	"2011"	"2011"	"65-74 years"	"65-74"	31	2644	1172.47
	"Steele County, MN"	"27147"	"2011"	"2011"	"75-84 years"	"75-84"	69	1778	3880.76
	"Steele County, MN"	"27147"	"2011"	"2011"	"85+ years"	"85+"	123	942	13057.32
	"Steele County, MN"	"27147"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	440	Suppressed
	"Steele County, MN"	"27147"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	2051	Suppressed
	"Steele County, MN"	"27147"	"2012"	"2012"	"5-9 years"	"5-9"	Suppressed	2696	Suppressed
	"Steele County, MN"	"27147"	"2012"	"2012"	"10-14 years"	"10-14"	Suppressed	2604	Suppressed
	"Steele County, MN"	"27147"	"2012"	"2012"	"15-19 years"	"15-19"	Suppressed	2433	Suppressed
	"Steele County, MN"	"27147"	"2012"	"2012"	"20-24 years"	"20-24"	Suppressed	1799	Suppressed
	"Steele County, MN"	"27147"	"2012"	"2012"	"25-34 years"	"25-34"	Suppressed	4429	Suppressed
	"Steele County, MN"	"27147"	"2012"	"2012"	"35-44 years"	"35-44"	Suppressed	4469	Suppressed
	"Steele County, MN"	"27147"	"2012"	"2012"	"45-54 years"	"45-54"	17	5291	321.30 (Unreliable)
	"Steele County, MN"	"27147"	"2012"	"2012"	"55-64 years"	"55-64"	28	4599	608.83
	"Steele County, MN"	"27147"	"2012"	"2012"	"65-74 years"	"65-74"	47	2751	1708.47
	"Steele County, MN"	"27147"	"2012"	"2012"	"75-84 years"	"75-84"	76	1771	4291.36
	"Steele County, MN"	"27147"	"2012"	"2012"	"85+ years"	"85+"	113	962	11746.36
	"Steele County, MN"	"27147"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	466	Suppressed
	"Steele County, MN"	"27147"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	1957	Suppressed
	"Steele County, MN"	"27147"	"2013"	"2013"	"5-9 years"	"5-9"	Suppressed	2677	Suppressed
	"Steele County, MN"	"27147"	"2013"	"2013"	"10-14 years"	"10-14"	Suppressed	2620	Suppressed
	"Steele County, MN"	"27147"	"2013"	"2013"	"15-19 years"	"15-19"	Suppressed	2423	Suppressed
	"Steele County, MN"	"27147"	"2013"	"2013"	"20-24 years"	"20-24"	Suppressed	1902	Suppressed
	"Steele County, MN"	"27147"	"2013"	"2013"	"25-34 years"	"25-34"	Suppressed	4381	Suppressed
	"Steele County, MN"	"27147"	"2013"	"2013"	"35-44 years"	"35-44"	Suppressed	4349	Suppressed
	"Steele County, MN"	"27147"	"2013"	"2013"	"45-54 years"	"45-54"	19	5270	360.53 (Unreliable)
	"Steele County, MN"	"27147"	"2013"	"2013"	"55-64 years"	"55-64"	20	4664	428.82
	"Steele County, MN"	"27147"	"2013"	"2013"	"65-74 years"	"65-74"	42	2848	1474.72
	"Steele County, MN"	"27147"	"2013"	"2013"	"75-84 years"	"75-84"	61	1826	3340.64
	"Steele County, MN"	"27147"	"2013"	"2013"	"85+ years"	"85+"	128	992	12903.23
	"Steele County, MN"	"27147"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	495	Suppressed
	"Steele County, MN"	"27147"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	1955	Suppressed
	"Steele County, MN"	"27147"	"2014"	"2014"	"5-9 years"	"5-9"	Suppressed	2649	Suppressed
	"Steele County, MN"	"27147"	"2014"	"2014"	"10-14 years"	"10-14"	Suppressed	2630	Suppressed
	"Steele County, MN"	"27147"	"2014"	"2014"	"15-19 years"	"15-19"	Suppressed	2378	Suppressed
	"Steele County, MN"	"27147"	"2014"	"2014"	"20-24 years"	"20-24"	Suppressed	2034	Suppressed
	"Steele County, MN"	"27147"	"2014"	"2014"	"25-34 years"	"25-34"	Suppressed	4365	Suppressed
	"Steele County, MN"	"27147"	"2014"	"2014"	"35-44 years"	"35-44"	Suppressed	4254	Suppressed
	"Steele County, MN"	"27147"	"2014"	"2014"	"45-54 years"	"45-54"	18	5180	347.49 (Unreliable)
	"Steele County, MN"	"27147"	"2014"	"2014"	"55-64 years"	"55-64"	33	4744	695.62
	"Steele County, MN"	"27147"	"2014"	"2014"	"65-74 years"	"65-74"	34	2978	1141.71
	"Steele County, MN"	"27147"	"2014"	"2014"	"75-84 years"	"75-84"	70	1878	3727.37
	"Steele County, MN"	"27147"	"2014"	"2014"	"85+ years"	"85+"	159	1007	15789.47
	"Steele County, MN"	"27147"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	487	Suppressed
	"Steele County, MN"	"27147"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	1979	Suppressed
	"Steele County, MN"	"27147"	"2015"	"2015"	"5-9 years"	"5-9"	Suppressed	2625	Suppressed
	"Steele County, MN"	"27147"	"2015"	"2015"	"10-14 years"	"10-14"	Suppressed	2641	Suppressed
	"Steele County, MN"	"27147"	"2015"	"2015"	"15-19 years"	"15-19"	Suppressed	2380	Suppressed
	"Steele County, MN"	"27147"	"2015"	"2015"	"20-24 years"	"20-24"	Suppressed	2087	Suppressed
	"Steele County, MN"	"27147"	"2015"	"2015"	"25-34 years"	"25-34"	Suppressed	4306	Suppressed
	"Steele County, MN"	"27147"	"2015"	"2015"	"35-44 years"	"35-44"	Suppressed	4218	Suppressed
	"Steele County, MN"	"27147"	"2015"	"2015"	"45-54 years"	"45-54"	17	5041	337.23 (Unreliable)
	"Steele County, MN"	"27147"	"2015"	"2015"	"55-64 years"	"55-64"	29	4884	593.78
	"Steele County, MN"	"27147"	"2015"	"2015"	"65-74 years"	"65-74"	40	3131	1277.55
	"Steele County, MN"	"27147"	"2015"	"2015"	"75-84 years"	"75-84"	68	1891	3595.98
	"Steele County, MN"	"27147"	"2015"	"2015"	"85+ years"	"85+"	129	1013	12734.45
	"Steele County, MN"	"27147"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	480	Suppressed
	"Steele County, MN"	"27147"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	1923	Suppressed
	"Steele County, MN"	"27147"	"2016"	"2016"	"5-9 years"	"5-9"	Suppressed	2645	Suppressed
	"Steele County, MN"	"27147"	"2016"	"2016"	"10-14 years"	"10-14"	Suppressed	2693	Suppressed
	"Steele County, MN"	"27147"	"2016"	"2016"	"15-19 years"	"15-19"	Suppressed	2334	Suppressed
	"Steele County, MN"	"27147"	"2016"	"2016"	"20-24 years"	"20-24"	Suppressed	2051	Suppressed
	"Steele County, MN"	"27147"	"2016"	"2016"	"25-34 years"	"25-34"	Suppressed	4326	Suppressed
	"Steele County, MN"	"27147"	"2016"	"2016"	"35-44 years"	"35-44"	Suppressed	4256	Suppressed
	"Steele County, MN"	"27147"	"2016"	"2016"	"45-54 years"	"45-54"	11	4905	224.26 (Unreliable)
	"Steele County, MN"	"27147"	"2016"	"2016"	"55-64 years"	"55-64"	20	4965	402.82
	"Steele County, MN"	"27147"	"2016"	"2016"	"65-74 years"	"65-74"	47	3288	1429.44
	"Steele County, MN"	"27147"	"2016"	"2016"	"75-84 years"	"75-84"	71	1916	3705.64
	"Steele County, MN"	"27147"	"2016"	"2016"	"85+ years"	"85+"	134	1023	13098.73
	"Steele County, MN"	"27147"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stevens County, MN"	"27149"	"1999"	"1999"	"< 1 year"	"1"	Suppressed	110	Suppressed
	"Stevens County, MN"	"27149"	"1999"	"1999"	"1-4 years"	"1-4"	Suppressed	427	Suppressed
	"Stevens County, MN"	"27149"	"1999"	"1999"	"5-9 years"	"5-9"	Suppressed	545	Suppressed
	"Stevens County, MN"	"27149"	"1999"	"1999"	"10-14 years"	"10-14"	Suppressed	680	Suppressed
	"Stevens County, MN"	"27149"	"1999"	"1999"	"15-19 years"	"15-19"	Suppressed	1292	Suppressed
	"Stevens County, MN"	"27149"	"1999"	"1999"	"20-24 years"	"20-24"	Suppressed	1311	Suppressed
	"Stevens County, MN"	"27149"	"1999"	"1999"	"25-34 years"	"25-34"	Suppressed	880	Suppressed
	"Stevens County, MN"	"27149"	"1999"	"1999"	"35-44 years"	"35-44"	Suppressed	1335	Suppressed
	"Stevens County, MN"	"27149"	"1999"	"1999"	"45-54 years"	"45-54"	Suppressed	1158	Suppressed
	"Stevens County, MN"	"27149"	"1999"	"1999"	"55-64 years"	"55-64"	Suppressed	738	Suppressed
	"Stevens County, MN"	"27149"	"1999"	"1999"	"65-74 years"	"65-74"	Suppressed	785	Suppressed
	"Stevens County, MN"	"27149"	"1999"	"1999"	"75-84 years"	"75-84"	34	662	5135.95
	"Stevens County, MN"	"27149"	"1999"	"1999"	"85+ years"	"85+"	36	275	13090.91
	"Stevens County, MN"	"27149"	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stevens County, MN"	"27149"	"2000"	"2000"	"< 1 year"	"1"	Suppressed	133	Suppressed
	"Stevens County, MN"	"27149"	"2000"	"2000"	"1-4 years"	"1-4"	Suppressed	412	Suppressed
