"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Stearns County, MN"	"27145"	"1999"	"1999"	"75-84 years"	"75-84"	228	5039	4524.71
	"Stearns County, MN"	"27145"	"1999"	"1999"	"85+ years"	"85+"	236	1733	13618.00
	"Stearns County, MN"	"27145"	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2000"	"2000"	"< 1 year"	"1"	11	1735	634.01 (Unreliable)
	"Stearns County, MN"	"27145"	"2000"	"2000"	"1-4 years"	"1-4"	Suppressed	6777	Suppressed
	"Stearns County, MN"	"27145"	"2000"	"2000"	"5-9 years"	"5-9"	Suppressed	9117	Suppressed
	"Stearns County, MN"	"27145"	"2000"	"2000"	"10-14 years"	"10-14"	Suppressed	10048	Suppressed
	"Stearns County, MN"	"27145"	"2000"	"2000"	"15-19 years"	"15-19"	Suppressed	13446	Suppressed
	"Stearns County, MN"	"27145"	"2000"	"2000"	"20-24 years"	"20-24"	Suppressed	14622	Suppressed
	"Stearns County, MN"	"27145"	"2000"	"2000"	"25-34 years"	"25-34"	15	17067	87.89 (Unreliable)
	"Stearns County, MN"	"27145"	"2000"	"2000"	"35-44 years"	"35-44"	29	20263	143.12
	"Stearns County, MN"	"27145"	"2000"	"2000"	"45-54 years"	"45-54"	40	15920	251.26
	"Stearns County, MN"	"27145"	"2000"	"2000"	"55-64 years"	"55-64"	66	9512	693.86
	"Stearns County, MN"	"27145"	"2000"	"2000"	"65-74 years"	"65-74"	144	7828	1839.55
	"Stearns County, MN"	"27145"	"2000"	"2000"	"75-84 years"	"75-84"	227	5086	4463.23
	"Stearns County, MN"	"27145"	"2000"	"2000"	"85+ years"	"85+"	275	1745	15759.31
	"Stearns County, MN"	"27145"	"2000"	"2000"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2001"	"2001"	"< 1 year"	"1"	Suppressed	1748	Suppressed
	"Stearns County, MN"	"27145"	"2001"	"2001"	"1-4 years"	"1-4"	Suppressed	6904	Suppressed
	"Stearns County, MN"	"27145"	"2001"	"2001"	"5-9 years"	"5-9"	Suppressed	8905	Suppressed
	"Stearns County, MN"	"27145"	"2001"	"2001"	"10-14 years"	"10-14"	Suppressed	9989	Suppressed
	"Stearns County, MN"	"27145"	"2001"	"2001"	"15-19 years"	"15-19"	Suppressed	14063	Suppressed
	"Stearns County, MN"	"27145"	"2001"	"2001"	"20-24 years"	"20-24"	10	15256	65.55 (Unreliable)
	"Stearns County, MN"	"27145"	"2001"	"2001"	"25-34 years"	"25-34"	10	16355	61.14 (Unreliable)
	"Stearns County, MN"	"27145"	"2001"	"2001"	"35-44 years"	"35-44"	25	20424	122.41
	"Stearns County, MN"	"27145"	"2001"	"2001"	"45-54 years"	"45-54"	49	16779	292.03
	"Stearns County, MN"	"27145"	"2001"	"2001"	"55-64 years"	"55-64"	56	10009	559.50
	"Stearns County, MN"	"27145"	"2001"	"2001"	"65-74 years"	"65-74"	144	7892	1824.63
	"Stearns County, MN"	"27145"	"2001"	"2001"	"75-84 years"	"75-84"	212	5115	4144.67
	"Stearns County, MN"	"27145"	"2001"	"2001"	"85+ years"	"85+"	243	1802	13485.02
	"Stearns County, MN"	"27145"	"2001"	"2001"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2002"	"2002"	"< 1 year"	"1"	Suppressed	1744	Suppressed
	"Stearns County, MN"	"27145"	"2002"	"2002"	"1-4 years"	"1-4"	Suppressed	6965	Suppressed
	"Stearns County, MN"	"27145"	"2002"	"2002"	"5-9 years"	"5-9"	Suppressed	8854	Suppressed
	"Stearns County, MN"	"27145"	"2002"	"2002"	"10-14 years"	"10-14"	Suppressed	9962	Suppressed
	"Stearns County, MN"	"27145"	"2002"	"2002"	"15-19 years"	"15-19"	Suppressed	14014	Suppressed
	"Stearns County, MN"	"27145"	"2002"	"2002"	"20-24 years"	"20-24"	Suppressed	16173	Suppressed
	"Stearns County, MN"	"27145"	"2002"	"2002"	"25-34 years"	"25-34"	Suppressed	16131	Suppressed
	"Stearns County, MN"	"27145"	"2002"	"2002"	"35-44 years"	"35-44"	21	20133	104.31
	"Stearns County, MN"	"27145"	"2002"	"2002"	"45-54 years"	"45-54"	60	17400	344.83
	"Stearns County, MN"	"27145"	"2002"	"2002"	"55-64 years"	"55-64"	70	10578	661.75
	"Stearns County, MN"	"27145"	"2002"	"2002"	"65-74 years"	"65-74"	129	7894	1634.15
	"Stearns County, MN"	"27145"	"2002"	"2002"	"75-84 years"	"75-84"	245	5284	4636.64
	"Stearns County, MN"	"27145"	"2002"	"2002"	"85+ years"	"85+"	241	1874	12860.19
	"Stearns County, MN"	"27145"	"2002"	"2002"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2003"	"2003"	"< 1 year"	"1"	Suppressed	1735	Suppressed
	"Stearns County, MN"	"27145"	"2003"	"2003"	"1-4 years"	"1-4"	Suppressed	7085	Suppressed
	"Stearns County, MN"	"27145"	"2003"	"2003"	"5-9 years"	"5-9"	Suppressed	8686	Suppressed
	"Stearns County, MN"	"27145"	"2003"	"2003"	"10-14 years"	"10-14"	Suppressed	9829	Suppressed
	"Stearns County, MN"	"27145"	"2003"	"2003"	"15-19 years"	"15-19"	Suppressed	13803	Suppressed
	"Stearns County, MN"	"27145"	"2003"	"2003"	"20-24 years"	"20-24"	Suppressed	17133	Suppressed
	"Stearns County, MN"	"27145"	"2003"	"2003"	"25-34 years"	"25-34"	12	15790	76.00 (Unreliable)
	"Stearns County, MN"	"27145"	"2003"	"2003"	"35-44 years"	"35-44"	27	19958	135.28
	"Stearns County, MN"	"27145"	"2003"	"2003"	"45-54 years"	"45-54"	43	17897	240.26
	"Stearns County, MN"	"27145"	"2003"	"2003"	"55-64 years"	"55-64"	65	11252	577.68
	"Stearns County, MN"	"27145"	"2003"	"2003"	"65-74 years"	"65-74"	133	7915	1680.35
	"Stearns County, MN"	"27145"	"2003"	"2003"	"75-84 years"	"75-84"	209	5390	3877.55
	"Stearns County, MN"	"27145"	"2003"	"2003"	"85+ years"	"85+"	235	1928	12188.80
	"Stearns County, MN"	"27145"	"2003"	"2003"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2004"	"2004"	"< 1 year"	"1"	Suppressed	1793	Suppressed
	"Stearns County, MN"	"27145"	"2004"	"2004"	"1-4 years"	"1-4"	Suppressed	7063	Suppressed
	"Stearns County, MN"	"27145"	"2004"	"2004"	"5-9 years"	"5-9"	Suppressed	8756	Suppressed
	"Stearns County, MN"	"27145"	"2004"	"2004"	"10-14 years"	"10-14"	Suppressed	9654	Suppressed
	"Stearns County, MN"	"27145"	"2004"	"2004"	"15-19 years"	"15-19"	Suppressed	13663	Suppressed
	"Stearns County, MN"	"27145"	"2004"	"2004"	"20-24 years"	"20-24"	13	17527	74.17 (Unreliable)
	"Stearns County, MN"	"27145"	"2004"	"2004"	"25-34 years"	"25-34"	11	15734	69.91 (Unreliable)
	"Stearns County, MN"	"27145"	"2004"	"2004"	"35-44 years"	"35-44"	25	19847	125.96
	"Stearns County, MN"	"27145"	"2004"	"2004"	"45-54 years"	"45-54"	43	18458	232.96
	"Stearns County, MN"	"27145"	"2004"	"2004"	"55-64 years"	"55-64"	81	11823	685.11
	"Stearns County, MN"	"27145"	"2004"	"2004"	"65-74 years"	"65-74"	114	8080	1410.89
	"Stearns County, MN"	"27145"	"2004"	"2004"	"75-84 years"	"75-84"	243	5423	4480.91
	"Stearns County, MN"	"27145"	"2004"	"2004"	"85+ years"	"85+"	254	1967	12913.07
	"Stearns County, MN"	"27145"	"2004"	"2004"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2005"	"2005"	"< 1 year"	"1"	13	1783	729.11 (Unreliable)
	"Stearns County, MN"	"27145"	"2005"	"2005"	"1-4 years"	"1-4"	Suppressed	7154	Suppressed
	"Stearns County, MN"	"27145"	"2005"	"2005"	"5-9 years"	"5-9"	Suppressed	8863	Suppressed
	"Stearns County, MN"	"27145"	"2005"	"2005"	"10-14 years"	"10-14"	Suppressed	9508	Suppressed
	"Stearns County, MN"	"27145"	"2005"	"2005"	"15-19 years"	"15-19"	Suppressed	13473	Suppressed
	"Stearns County, MN"	"27145"	"2005"	"2005"	"20-24 years"	"20-24"	11	17753	61.96 (Unreliable)
	"Stearns County, MN"	"27145"	"2005"	"2005"	"25-34 years"	"25-34"	13	16441	79.07 (Unreliable)
	"Stearns County, MN"	"27145"	"2005"	"2005"	"35-44 years"	"35-44"	21	19477	107.82
	"Stearns County, MN"	"27145"	"2005"	"2005"	"45-54 years"	"45-54"	45	19156	234.91
	"Stearns County, MN"	"27145"	"2005"	"2005"	"55-64 years"	"55-64"	82	12461	658.05
	"Stearns County, MN"	"27145"	"2005"	"2005"	"65-74 years"	"65-74"	104	8235	1262.90
	"Stearns County, MN"	"27145"	"2005"	"2005"	"75-84 years"	"75-84"	220	5545	3967.54
	"Stearns County, MN"	"27145"	"2005"	"2005"	"85+ years"	"85+"	278	1964	14154.79
	"Stearns County, MN"	"27145"	"2005"	"2005"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2006"	"2006"	"< 1 year"	"1"	11	1910	575.92 (Unreliable)
	"Stearns County, MN"	"27145"	"2006"	"2006"	"1-4 years"	"1-4"	Suppressed	7282	Suppressed
	"Stearns County, MN"	"27145"	"2006"	"2006"	"5-9 years"	"5-9"	Suppressed	9039	Suppressed
	"Stearns County, MN"	"27145"	"2006"	"2006"	"10-14 years"	"10-14"	Suppressed	9473	Suppressed
	"Stearns County, MN"	"27145"	"2006"	"2006"	"15-19 years"	"15-19"	Suppressed	13295	Suppressed
	"Stearns County, MN"	"27145"	"2006"	"2006"	"20-24 years"	"20-24"	10	17731	56.40 (Unreliable)
	"Stearns County, MN"	"27145"	"2006"	"2006"	"25-34 years"	"25-34"	14	16939	82.65 (Unreliable)
	"Stearns County, MN"	"27145"	"2006"	"2006"	"35-44 years"	"35-44"	25	19269	129.74
	"Stearns County, MN"	"27145"	"2006"	"2006"	"45-54 years"	"45-54"	45	19722	228.17
	"Stearns County, MN"	"27145"	"2006"	"2006"	"55-64 years"	"55-64"	65	13247	490.68
	"Stearns County, MN"	"27145"	"2006"	"2006"	"65-74 years"	"65-74"	128	8431	1518.21
	"Stearns County, MN"	"27145"	"2006"	"2006"	"75-84 years"	"75-84"	214	5785	3699.22
	"Stearns County, MN"	"27145"	"2006"	"2006"	"85+ years"	"85+"	249	2133	11673.70
	"Stearns County, MN"	"27145"	"2006"	"2006"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2007"	"2007"	"< 1 year"	"1"	12	1926	623.05 (Unreliable)
	"Stearns County, MN"	"27145"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	7474	Suppressed
	"Stearns County, MN"	"27145"	"2007"	"2007"	"5-9 years"	"5-9"	Suppressed	9227	Suppressed
	"Stearns County, MN"	"27145"	"2007"	"2007"	"10-14 years"	"10-14"	Suppressed	9390	Suppressed
	"Stearns County, MN"	"27145"	"2007"	"2007"	"15-19 years"	"15-19"	Suppressed	13374	Suppressed
	"Stearns County, MN"	"27145"	"2007"	"2007"	"20-24 years"	"20-24"	Suppressed	17548	Suppressed
	"Stearns County, MN"	"27145"	"2007"	"2007"	"25-34 years"	"25-34"	Suppressed	17903	Suppressed
	"Stearns County, MN"	"27145"	"2007"	"2007"	"35-44 years"	"35-44"	17	18906	89.92 (Unreliable)
	"Stearns County, MN"	"27145"	"2007"	"2007"	"45-54 years"	"45-54"	67	20069	333.85
	"Stearns County, MN"	"27145"	"2007"	"2007"	"55-64 years"	"55-64"	80	14078	568.26
	"Stearns County, MN"	"27145"	"2007"	"2007"	"65-74 years"	"65-74"	113	8546	1322.26
	"Stearns County, MN"	"27145"	"2007"	"2007"	"75-84 years"	"75-84"	213	5868	3629.86
	"Stearns County, MN"	"27145"	"2007"	"2007"	"85+ years"	"85+"	260	2282	11393.51
	"Stearns County, MN"	"27145"	"2007"	"2007"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2008"	"2008"	"< 1 year"	"1"	Suppressed	1830	Suppressed
	"Stearns County, MN"	"27145"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	7713	Suppressed
	"Stearns County, MN"	"27145"	"2008"	"2008"	"5-9 years"	"5-9"	Suppressed	9454	Suppressed
	"Stearns County, MN"	"27145"	"2008"	"2008"	"10-14 years"	"10-14"	Suppressed	9381	Suppressed
	"Stearns County, MN"	"27145"	"2008"	"2008"	"15-19 years"	"15-19"	Suppressed	13276	Suppressed
	"Stearns County, MN"	"27145"	"2008"	"2008"	"20-24 years"	"20-24"	11	17143	64.17 (Unreliable)
	"Stearns County, MN"	"27145"	"2008"	"2008"	"25-34 years"	"25-34"	Suppressed	18606	Suppressed
	"Stearns County, MN"	"27145"	"2008"	"2008"	"35-44 years"	"35-44"	35	18308	191.17
	"Stearns County, MN"	"27145"	"2008"	"2008"	"45-54 years"	"45-54"	50	20488	244.05
	"Stearns County, MN"	"27145"	"2008"	"2008"	"55-64 years"	"55-64"	89	14707	605.15
	"Stearns County, MN"	"27145"	"2008"	"2008"	"65-74 years"	"65-74"	120	8922	1344.99
	"Stearns County, MN"	"27145"	"2008"	"2008"	"75-84 years"	"75-84"	239	6047	3952.37
	"Stearns County, MN"	"27145"	"2008"	"2008"	"85+ years"	"85+"	292	2432	12006.58
	"Stearns County, MN"	"27145"	"2008"	"2008"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2009"	"2009"	"< 1 year"	"1"	Suppressed	1886	Suppressed
	"Stearns County, MN"	"27145"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	7762	Suppressed
	"Stearns County, MN"	"27145"	"2009"	"2009"	"5-9 years"	"5-9"	Suppressed	9558	Suppressed
	"Stearns County, MN"	"27145"	"2009"	"2009"	"10-14 years"	"10-14"	Suppressed	9471	Suppressed
	"Stearns County, MN"	"27145"	"2009"	"2009"	"15-19 years"	"15-19"	Suppressed	13150	Suppressed
	"Stearns County, MN"	"27145"	"2009"	"2009"	"20-24 years"	"20-24"	Suppressed	16680	Suppressed
	"Stearns County, MN"	"27145"	"2009"	"2009"	"25-34 years"	"25-34"	Suppressed	19330	Suppressed
	"Stearns County, MN"	"27145"	"2009"	"2009"	"35-44 years"	"35-44"	26	17734	146.61
	"Stearns County, MN"	"27145"	"2009"	"2009"	"45-54 years"	"45-54"	55	20793	264.51
	"Stearns County, MN"	"27145"	"2009"	"2009"	"55-64 years"	"55-64"	74	15466	478.47
	"Stearns County, MN"	"27145"	"2009"	"2009"	"65-74 years"	"65-74"	109	9077	1200.84
	"Stearns County, MN"	"27145"	"2009"	"2009"	"75-84 years"	"75-84"	235	6282	3740.85
	"Stearns County, MN"	"27145"	"2009"	"2009"	"85+ years"	"85+"	322	2507	12844.04
	"Stearns County, MN"	"27145"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	1898	Suppressed
	"Stearns County, MN"	"27145"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	7901	Suppressed
	"Stearns County, MN"	"27145"	"2010"	"2010"	"5-9 years"	"5-9"	Suppressed	9598	Suppressed
	"Stearns County, MN"	"27145"	"2010"	"2010"	"10-14 years"	"10-14"	Suppressed	9577	Suppressed
	"Stearns County, MN"	"27145"	"2010"	"2010"	"15-19 years"	"15-19"	Suppressed	12960	Suppressed
	"Stearns County, MN"	"27145"	"2010"	"2010"	"20-24 years"	"20-24"	Suppressed	16445	Suppressed
	"Stearns County, MN"	"27145"	"2010"	"2010"	"25-34 years"	"25-34"	18	19792	90.95 (Unreliable)
	"Stearns County, MN"	"27145"	"2010"	"2010"	"35-44 years"	"35-44"	25	17389	143.77
	"Stearns County, MN"	"27145"	"2010"	"2010"	"45-54 years"	"45-54"	47	20874	225.16
	"Stearns County, MN"	"27145"	"2010"	"2010"	"55-64 years"	"55-64"	88	15980	550.69
	"Stearns County, MN"	"27145"	"2010"	"2010"	"65-74 years"	"65-74"	130	9256	1404.49
	"Stearns County, MN"	"27145"	"2010"	"2010"	"75-84 years"	"75-84"	222	6395	3471.46
	"Stearns County, MN"	"27145"	"2010"	"2010"	"85+ years"	"85+"	312	2577	12107.10
	"Stearns County, MN"	"27145"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2011"	"2011"	"< 1 year"	"1"	10	1954	511.77 (Unreliable)
	"Stearns County, MN"	"27145"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	7765	Suppressed
	"Stearns County, MN"	"27145"	"2011"	"2011"	"5-9 years"	"5-9"	Suppressed	9602	Suppressed
	"Stearns County, MN"	"27145"	"2011"	"2011"	"10-14 years"	"10-14"	Suppressed	9704	Suppressed
	"Stearns County, MN"	"27145"	"2011"	"2011"	"15-19 years"	"15-19"	Suppressed	12914	Suppressed
	"Stearns County, MN"	"27145"	"2011"	"2011"	"20-24 years"	"20-24"	Suppressed	16691	Suppressed
	"Stearns County, MN"	"27145"	"2011"	"2011"	"25-34 years"	"25-34"	11	19741	55.72 (Unreliable)
	"Stearns County, MN"	"27145"	"2011"	"2011"	"35-44 years"	"35-44"	20	16840	118.76
	"Stearns County, MN"	"27145"	"2011"	"2011"	"45-54 years"	"45-54"	73	20749	351.82
	"Stearns County, MN"	"27145"	"2011"	"2011"	"55-64 years"	"55-64"	106	16693	635.00
	"Stearns County, MN"	"27145"	"2011"	"2011"	"65-74 years"	"65-74"	152	9524	1595.97
	"Stearns County, MN"	"27145"	"2011"	"2011"	"75-84 years"	"75-84"	264	6438	4100.65
	"Stearns County, MN"	"27145"	"2011"	"2011"	"85+ years"	"85+"	341	2695	12653.06
	"Stearns County, MN"	"27145"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	1873	Suppressed
	"Stearns County, MN"	"27145"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	7756	Suppressed
	"Stearns County, MN"	"27145"	"2012"	"2012"	"5-9 years"	"5-9"	Suppressed	9717	Suppressed
	"Stearns County, MN"	"27145"	"2012"	"2012"	"10-14 years"	"10-14"	Suppressed	9732	Suppressed
	"Stearns County, MN"	"27145"	"2012"	"2012"	"15-19 years"	"15-19"	Suppressed	12674	Suppressed
	"Stearns County, MN"	"27145"	"2012"	"2012"	"20-24 years"	"20-24"	Suppressed	17009	Suppressed
	"Stearns County, MN"	"27145"	"2012"	"2012"	"25-34 years"	"25-34"	11	19560	56.24 (Unreliable)
	"Stearns County, MN"	"27145"	"2012"	"2012"	"35-44 years"	"35-44"	18	16687	107.87 (Unreliable)
	"Stearns County, MN"	"27145"	"2012"	"2012"	"45-54 years"	"45-54"	74	20369	363.30
	"Stearns County, MN"	"27145"	"2012"	"2012"	"55-64 years"	"55-64"	110	17133	642.04
	"Stearns County, MN"	"27145"	"2012"	"2012"	"65-74 years"	"65-74"	117	10049	1164.29
	"Stearns County, MN"	"27145"	"2012"	"2012"	"75-84 years"	"75-84"	270	6487	4162.17
	"Stearns County, MN"	"27145"	"2012"	"2012"	"85+ years"	"85+"	336	2766	12147.51
	"Stearns County, MN"	"27145"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	1950	Suppressed
	"Stearns County, MN"	"27145"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	7646	Suppressed
	"Stearns County, MN"	"27145"	"2013"	"2013"	"5-9 years"	"5-9"	Suppressed	9758	Suppressed
	"Stearns County, MN"	"27145"	"2013"	"2013"	"10-14 years"	"10-14"	Suppressed	9689	Suppressed
	"Stearns County, MN"	"27145"	"2013"	"2013"	"15-19 years"	"15-19"	Suppressed	12597	Suppressed
	"Stearns County, MN"	"27145"	"2013"	"2013"	"20-24 years"	"20-24"	Suppressed	17259	Suppressed
	"Stearns County, MN"	"27145"	"2013"	"2013"	"25-34 years"	"25-34"	13	19309	67.33 (Unreliable)
	"Stearns County, MN"	"27145"	"2013"	"2013"	"35-44 years"	"35-44"	13	16672	77.98 (Unreliable)
	"Stearns County, MN"	"27145"	"2013"	"2013"	"45-54 years"	"45-54"	63	19941	315.93
	"Stearns County, MN"	"27145"	"2013"	"2013"	"55-64 years"	"55-64"	100	17583	568.73
	"Stearns County, MN"	"27145"	"2013"	"2013"	"65-74 years"	"65-74"	138	10560	1306.82
	"Stearns County, MN"	"27145"	"2013"	"2013"	"75-84 years"	"75-84"	247	6567	3761.23
	"Stearns County, MN"	"27145"	"2013"	"2013"	"85+ years"	"85+"	333	2866	11618.98
	"Stearns County, MN"	"27145"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	2009	Suppressed
	"Stearns County, MN"	"27145"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	7746	Suppressed
	"Stearns County, MN"	"27145"	"2014"	"2014"	"5-9 years"	"5-9"	Suppressed	9769	Suppressed
	"Stearns County, MN"	"27145"	"2014"	"2014"	"10-14 years"	"10-14"	Suppressed	9656	Suppressed
	"Stearns County, MN"	"27145"	"2014"	"2014"	"15-19 years"	"15-19"	Suppressed	12601	Suppressed
	"Stearns County, MN"	"27145"	"2014"	"2014"	"20-24 years"	"20-24"	Suppressed	17371	Suppressed
	"Stearns County, MN"	"27145"	"2014"	"2014"	"25-34 years"	"25-34"	13	19378	67.09 (Unreliable)
	"Stearns County, MN"	"27145"	"2014"	"2014"	"35-44 years"	"35-44"	17	16761	101.43 (Unreliable)
	"Stearns County, MN"	"27145"	"2014"	"2014"	"45-54 years"	"45-54"	49	19626	249.67
	"Stearns County, MN"	"27145"	"2014"	"2014"	"55-64 years"	"55-64"	111	17947	618.49
	"Stearns County, MN"	"27145"	"2014"	"2014"	"65-74 years"	"65-74"	153	11017	1388.76
	"Stearns County, MN"	"27145"	"2014"	"2014"	"75-84 years"	"75-84"	264	6695	3943.24
	"Stearns County, MN"	"27145"	"2014"	"2014"	"85+ years"	"85+"	345	2909	11859.75
	"Stearns County, MN"	"27145"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2015"	"2015"	"< 1 year"	"1"	16	1965	814.25 (Unreliable)
	"Stearns County, MN"	"27145"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	7941	Suppressed
	"Stearns County, MN"	"27145"	"2015"	"2015"	"5-9 years"	"5-9"	Suppressed	9842	Suppressed
	"Stearns County, MN"	"27145"	"2015"	"2015"	"10-14 years"	"10-14"	Suppressed	9708	Suppressed
	"Stearns County, MN"	"27145"	"2015"	"2015"	"15-19 years"	"15-19"	Suppressed	12613	Suppressed
	"Stearns County, MN"	"27145"	"2015"	"2015"	"20-24 years"	"20-24"	Suppressed	17553	Suppressed
	"Stearns County, MN"	"27145"	"2015"	"2015"	"25-34 years"	"25-34"	15	19431	77.20 (Unreliable)
	"Stearns County, MN"	"27145"	"2015"	"2015"	"35-44 years"	"35-44"	27	16893	159.83
	"Stearns County, MN"	"27145"	"2015"	"2015"	"45-54 years"	"45-54"	55	19287	285.17
	"Stearns County, MN"	"27145"	"2015"	"2015"	"55-64 years"	"55-64"	114	18453	617.79
	"Stearns County, MN"	"27145"	"2015"	"2015"	"65-74 years"	"65-74"	153	11599	1319.08
	"Stearns County, MN"	"27145"	"2015"	"2015"	"75-84 years"	"75-84"	267	6744	3959.07
	"Stearns County, MN"	"27145"	"2015"	"2015"	"85+ years"	"85+"	379	2928	12943.99
	"Stearns County, MN"	"27145"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Stearns County, MN"	"27145"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	1981	Suppressed
	"Stearns County, MN"	"27145"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	7848	Suppressed
	"Stearns County, MN"	"27145"	"2016"	"2016"	"5-9 years"	"5-9"	Suppressed	9800	Suppressed
	"Stearns County, MN"	"27145"	"2016"	"2016"	"10-14 years"	"10-14"	Suppressed	9799	Suppressed
	"Stearns County, MN"	"27145"	"2016"	"2016"	"15-19 years"	"15-19"	Suppressed	12743	Suppressed
	"Stearns County, MN"	"27145"	"2016"	"2016"	"20-24 years"	"20-24"	Suppressed	17487	Suppressed
	"Stearns County, MN"	"27145"	"2016"	"2016"	"25-34 years"	"25-34"	12	19178	62.57 (Unreliable)
	"Stearns County, MN"	"27145"	"2016"	"2016"	"35-44 years"	"35-44"	27	16923	159.55
	"Stearns County, MN"	"27145"	"2016"	"2016"	"45-54 years"	"45-54"	48	18962	253.14
	"Stearns County, MN"	"27145"	"2016"	"2016"	"55-64 years"	"55-64"	123	18849	652.55
	"Stearns County, MN"	"27145"	"2016"	"2016"	"65-74 years"	"65-74"	158	12337	1280.70
	"Stearns County, MN"	"27145"	"2016"	"2016"	"75-84 years"	"75-84"	256	6710	3815.20
	"Stearns County, MN"	"27145"	"2016"	"2016"	"85+ years"	"85+"	382	3035	12586.49
	"Stearns County, MN"	"27145"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"1999"	"1999"	"< 1 year"	"1"	Suppressed	442	Suppressed
	"Steele County, MN"	"27147"	"1999"	"1999"	"1-4 years"	"1-4"	Suppressed	1845	Suppressed
	"Steele County, MN"	"27147"	"1999"	"1999"	"5-9 years"	"5-9"	Suppressed	2548	Suppressed
	"Steele County, MN"	"27147"	"1999"	"1999"	"10-14 years"	"10-14"	Suppressed	2779	Suppressed
	"Steele County, MN"	"27147"	"1999"	"1999"	"15-19 years"	"15-19"	Suppressed	2635	Suppressed
	"Steele County, MN"	"27147"	"1999"	"1999"	"20-24 years"	"20-24"	Suppressed	1780	Suppressed
	"Steele County, MN"	"27147"	"1999"	"1999"	"25-34 years"	"25-34"	Suppressed	4333	Suppressed
	"Steele County, MN"	"27147"	"1999"	"1999"	"35-44 years"	"35-44"	Suppressed	5436	Suppressed
	"Steele County, MN"	"27147"	"1999"	"1999"	"45-54 years"	"45-54"	Suppressed	4303	Suppressed
	"Steele County, MN"	"27147"	"1999"	"1999"	"55-64 years"	"55-64"	23	2729	842.80
	"Steele County, MN"	"27147"	"1999"	"1999"	"65-74 years"	"65-74"	43	2166	1985.23
	"Steele County, MN"	"27147"	"1999"	"1999"	"75-84 years"	"75-84"	82	1649	4972.71
	"Steele County, MN"	"27147"	"1999"	"1999"	"85+ years"	"85+"	109	643	16951.79
	"Steele County, MN"	"27147"	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Steele County, MN"	"27147"	"2000"	"2000"	"< 1 year"	"1"	Suppressed	463	Suppressed
	"Steele County, MN"	"27147"	"2000"	"2000"	"1-4 years"	"1-4"	Suppressed	1869	Suppressed
	"Steele County, MN"	"27147"	"2000"	"2000"	"5-9 years"	"5-9"	Suppressed	2543	Suppressed
